extension,percentage,total
o58471,9.026924608028366e-07,2
e58633,9.026924608028366e-07,2
o58633,1.354038691204255e-06,3
e58690,9.026924608028366e-07,2
o58690,1.354038691204255e-06,3
e58465,4.513462304014183e-07,1
o58465,9.026924608028366e-07,2
e58544,4.513462304014183e-07,1
o58544,9.026924608028366e-07,2
e58870,9.026924608028366e-07,2
o58870,1.354038691204255e-06,3
e58472,4.513462304014183e-07,1
o58472,9.026924608028366e-07,2
e58813,9.026924608028366e-07,2
o58813,1.354038691204255e-06,3
e58466,4.513462304014183e-07,1
o58466,9.026924608028366e-07,2
e58545,4.513462304014183e-07,1
o58545,9.026924608028366e-07,2
histo,9.026924608028366e-07,2
osc,0.008058335597586922,17854
elastic,0.0014461133222061443,3204
equil,0.0014452106297453415,3202
xsd,5.41615476481702e-06,12
_POSCAR,6.770193456021275e-06,15
_INCAR,2.2567311520070916e-06,5
_KPOINTS,2.2567311520070916e-06,5
bt8,2.166461905926808e-05,48
asv,6.770193456021275e-06,15
fig,2.2567311520070916e-06,5
pro,4.513462304014183e-07,1
m~,1.354038691204255e-06,3
_s698,4.513462304014183e-07,1
_s698 [L1],4.513462304014183e-07,1
_s698_s1,4.513462304014183e-07,1
_s699_fire2_bgr,4.513462304014183e-07,1
_s699_fire2_bgr [L0],4.513462304014183e-07,1
_s699_fire2_bgr [L1],4.513462304014183e-07,1
_s699_s1,4.513462304014183e-07,1
_s701,4.513462304014183e-07,1
_s701 [L1],4.513462304014183e-07,1
_s701_s1,4.513462304014183e-07,1
_s741_fire2_bgr,4.513462304014183e-07,1
_s741_fire2_bgr [L1],4.513462304014183e-07,1
_s741_s1,4.513462304014183e-07,1
_power_bcc,4.513462304014183e-07,1
ibw,1.2637694451239712e-05,28
bindat,4.152385319693049e-05,92
full-environment,2.5275388902479425e-05,56
options,2.5275388902479425e-05,56
uname,2.5275388902479425e-05,56
cde,5.055077780495885e-05,112
cc,1.624846429445106e-05,36
e58480,4.513462304014183e-07,1
o58480,9.026924608028366e-07,2
e58486,4.513462304014183e-07,1
o58486,9.026924608028366e-07,2
e58556,4.513462304014183e-07,1
o58556,9.026924608028366e-07,2
e101756,9.026924608028366e-07,2
o101756,9.026924608028366e-07,2
e101757,9.026924608028366e-07,2
o101757,9.026924608028366e-07,2
e101758,9.026924608028366e-07,2
o101758,9.026924608028366e-07,2
e58475,4.513462304014183e-07,1
o58475,9.026924608028366e-07,2
e60737,4.513462304014183e-07,1
o60737,9.026924608028366e-07,2
plot,2.70807738240851e-06,6
e58481,4.513462304014183e-07,1
o58481,9.026924608028366e-07,2
e60738,4.513462304014183e-07,1
o60738,9.026924608028366e-07,2
e58549,4.513462304014183e-07,1
o58549,9.026924608028366e-07,2
e60739,4.513462304014183e-07,1
o60739,9.026924608028366e-07,2
e101392,9.026924608028366e-07,2
o101392,9.026924608028366e-07,2
e101393,9.026924608028366e-07,2
o101393,9.026924608028366e-07,2
e101395,9.026924608028366e-07,2
o101395,9.026924608028366e-07,2
e58458,4.513462304014183e-07,1
o58458,9.026924608028366e-07,2
e58477,4.513462304014183e-07,1
o58477,9.026924608028366e-07,2
e60881,4.513462304014183e-07,1
o60881,9.026924608028366e-07,2
e58483,4.513462304014183e-07,1
o58483,9.026924608028366e-07,2
e60883,4.513462304014183e-07,1
o60883,9.026924608028366e-07,2
e58552,4.513462304014183e-07,1
o58552,9.026924608028366e-07,2
e60880,4.513462304014183e-07,1
o60880,9.026924608028366e-07,2
e101747,9.026924608028366e-07,2
o101747,9.026924608028366e-07,2
e101748,9.026924608028366e-07,2
o101748,9.026924608028366e-07,2
e101749,9.026924608028366e-07,2
o101749,9.026924608028366e-07,2
e58476,4.513462304014183e-07,1
o58476,9.026924608028366e-07,2
e60740,4.513462304014183e-07,1
o60740,9.026924608028366e-07,2
e58482,4.513462304014183e-07,1
o58482,9.026924608028366e-07,2
e60882,4.513462304014183e-07,1
o60882,9.026924608028366e-07,2
e58550,4.513462304014183e-07,1
o58550,9.026924608028366e-07,2
e60879,4.513462304014183e-07,1
o60879,9.026924608028366e-07,2
e,5.41615476481702e-06,12
o,8.12423214722553e-06,18
e543580,4.513462304014183e-07,1
o543580,9.026924608028366e-07,2
e543550,4.513462304014183e-07,1
o543550,9.026924608028366e-07,2
e543549,4.513462304014183e-07,1
o543549,9.026924608028366e-07,2
e58478,4.513462304014183e-07,1
o58478,9.026924608028366e-07,2
e58484,4.513462304014183e-07,1
o58484,9.026924608028366e-07,2
e58554,4.513462304014183e-07,1
o58554,9.026924608028366e-07,2
e101750,9.026924608028366e-07,2
o101750,9.026924608028366e-07,2
e101751,9.026924608028366e-07,2
o101751,9.026924608028366e-07,2
e101752,9.026924608028366e-07,2
o101752,9.026924608028366e-07,2
e58479,4.513462304014183e-07,1
o58479,9.026924608028366e-07,2
e58485,4.513462304014183e-07,1
o58485,9.026924608028366e-07,2
e58555,4.513462304014183e-07,1
o58555,9.026924608028366e-07,2
e101753,9.026924608028366e-07,2
o101753,9.026924608028366e-07,2
e101754,9.026924608028366e-07,2
o101754,9.026924608028366e-07,2
e101755,9.026924608028366e-07,2
o101755,9.026924608028366e-07,2
dms,9.026924608028366e-07,2
idx,9.026924608028366e-07,2
pack,9.026924608028366e-07,2
template,8.12423214722553e-06,18
eam,5.41615476481702e-06,12
moldy,2.70807738240851e-05,60
liu,1.8053849216056732e-06,4
plt,0.00015345771833648222,340
setfl,1.8053849216056732e-06,4
19,1.8053849216056732e-06,4
f90,9.026924608028366e-07,2
table,5.41615476481702e-06,12
CHO_2008,1.8053849216056732e-06,4
spt,7.763155162904395e-05,172
unpub,3.6107698432113464e-06,8
TXT,1.8053849216056732e-06,4
lib,2.70807738240851e-06,6
pt,1.083230952963404e-05,24
alsimgcufe,1.8053849216056732e-06,4
spline,3.6107698432113464e-06,8
EAM_CORRECT,1.8053849216056732e-06,4
AgTaO3,1.8053849216056732e-06,4
zbl,1.8053849216056732e-06,4
SPaSM,3.6107698432113464e-06,8
angdep,1.8053849216056732e-06,4
snapcoeff,1.8053849216056732e-06,4
snapparam,1.8053849216056732e-06,4
snap,3.6107698432113464e-06,8
zip,9.026924608028366e-07,2
cpp,4.513462304014183e-07,1
cpp~,4.513462304014183e-07,1
h,4.513462304014183e-07,1
h~,4.513462304014183e-07,1
e2954053,4.513462304014183e-07,1
o2954053,4.513462304014183e-07,1
e2954054,4.513462304014183e-07,1
o2954054,4.513462304014183e-07,1
e2954055,4.513462304014183e-07,1
o2954055,4.513462304014183e-07,1
e2954056,4.513462304014183e-07,1
o2954056,4.513462304014183e-07,1
e2954057,4.513462304014183e-07,1
o2954057,4.513462304014183e-07,1
e2954058,4.513462304014183e-07,1
o2954058,4.513462304014183e-07,1
e2953752,4.513462304014183e-07,1
o2953752,4.513462304014183e-07,1
e2953753,4.513462304014183e-07,1
o2953753,4.513462304014183e-07,1
e2953754,4.513462304014183e-07,1
o2953754,4.513462304014183e-07,1
e2953755,4.513462304014183e-07,1
o2953755,4.513462304014183e-07,1
e2953756,4.513462304014183e-07,1
o2953756,4.513462304014183e-07,1
e2954059,4.513462304014183e-07,1
o2954059,4.513462304014183e-07,1
e2954060,4.513462304014183e-07,1
o2954060,4.513462304014183e-07,1
e2954061,4.513462304014183e-07,1
o2954061,4.513462304014183e-07,1
e2954062,4.513462304014183e-07,1
o2954062,4.513462304014183e-07,1
e2954063,4.513462304014183e-07,1
o2954063,4.513462304014183e-07,1
e2954064,4.513462304014183e-07,1
o2954064,4.513462304014183e-07,1
e2953757,4.513462304014183e-07,1
o2953757,4.513462304014183e-07,1
e2953758,4.513462304014183e-07,1
o2953758,4.513462304014183e-07,1
e2953759,4.513462304014183e-07,1
o2953759,4.513462304014183e-07,1
e2953760,4.513462304014183e-07,1
o2953760,4.513462304014183e-07,1
e2953761,4.513462304014183e-07,1
o2953761,4.513462304014183e-07,1
e2918396,4.513462304014183e-07,1
o2918396,4.513462304014183e-07,1
e2918397,4.513462304014183e-07,1
o2918397,4.513462304014183e-07,1
e2918398,4.513462304014183e-07,1
o2918398,4.513462304014183e-07,1
e2924420,4.513462304014183e-07,1
o2924420,4.513462304014183e-07,1
e2918399,4.513462304014183e-07,1
o2918399,4.513462304014183e-07,1
e2918400,4.513462304014183e-07,1
o2918400,4.513462304014183e-07,1
e2917739,4.513462304014183e-07,1
o2917739,4.513462304014183e-07,1
e2917740,4.513462304014183e-07,1
o2917740,4.513462304014183e-07,1
e2917741,4.513462304014183e-07,1
o2917741,4.513462304014183e-07,1
e2917742,4.513462304014183e-07,1
o2917742,4.513462304014183e-07,1
e2917743,4.513462304014183e-07,1
o2917743,4.513462304014183e-07,1
e2917744,4.513462304014183e-07,1
o2917744,4.513462304014183e-07,1
e2917745,4.513462304014183e-07,1
o2917745,4.513462304014183e-07,1
e2917746,4.513462304014183e-07,1
o2917746,4.513462304014183e-07,1
e2917747,4.513462304014183e-07,1
o2917747,4.513462304014183e-07,1
e2917748,4.513462304014183e-07,1
o2917748,4.513462304014183e-07,1
e2917749,4.513462304014183e-07,1
o2917749,4.513462304014183e-07,1
e2917750,4.513462304014183e-07,1
o2917750,4.513462304014183e-07,1
e58902,4.513462304014183e-07,1
o58902,9.026924608028366e-07,2
e58904,4.513462304014183e-07,1
o58904,9.026924608028366e-07,2
e58906,4.513462304014183e-07,1
o58906,9.026924608028366e-07,2
e58907,4.513462304014183e-07,1
o58907,9.026924608028366e-07,2
e58905,4.513462304014183e-07,1
e59228,4.513462304014183e-07,1
o58905,9.026924608028366e-07,2
o59228,9.026924608028366e-07,2
e58910,4.513462304014183e-07,1
o58910,9.026924608028366e-07,2
e58908,4.513462304014183e-07,1
e59229,4.513462304014183e-07,1
o58908,9.026924608028366e-07,2
o59229,9.026924608028366e-07,2
e58909,4.513462304014183e-07,1
e59257,4.513462304014183e-07,1
o58909,9.026924608028366e-07,2
o59257,9.026924608028366e-07,2
e58913,4.513462304014183e-07,1
o58913,9.026924608028366e-07,2
e58911,4.513462304014183e-07,1
e59230,4.513462304014183e-07,1
o58911,9.026924608028366e-07,2
o59230,9.026924608028366e-07,2
e58912,4.513462304014183e-07,1
e59258,4.513462304014183e-07,1
o58912,9.026924608028366e-07,2
o59258,9.026924608028366e-07,2
e58914,4.513462304014183e-07,1
e59231,4.513462304014183e-07,1
o58914,9.026924608028366e-07,2
o59231,9.026924608028366e-07,2
e58915,4.513462304014183e-07,1
e59259,4.513462304014183e-07,1
o58915,9.026924608028366e-07,2
o59259,9.026924608028366e-07,2
e58916,4.513462304014183e-07,1
e59270,4.513462304014183e-07,1
o58916,9.026924608028366e-07,2
o59270,9.026924608028366e-07,2
e58917,4.513462304014183e-07,1
o58917,9.026924608028366e-07,2
e58918,4.513462304014183e-07,1
o58918,9.026924608028366e-07,2
e58919,4.513462304014183e-07,1
o58919,9.026924608028366e-07,2
e58921,4.513462304014183e-07,1
o58921,9.026924608028366e-07,2
e58922,4.513462304014183e-07,1
o58922,9.026924608028366e-07,2
e58920,4.513462304014183e-07,1
e59232,4.513462304014183e-07,1
o58920,9.026924608028366e-07,2
o59232,9.026924608028366e-07,2
e58924,4.513462304014183e-07,1
o58924,9.026924608028366e-07,2
e58925,4.513462304014183e-07,1
o58925,9.026924608028366e-07,2
e58923,4.513462304014183e-07,1
e59233,4.513462304014183e-07,1
o58923,9.026924608028366e-07,2
o59233,9.026924608028366e-07,2
e58928,4.513462304014183e-07,1
o58928,9.026924608028366e-07,2
e58926,4.513462304014183e-07,1
e59234,4.513462304014183e-07,1
o58926,9.026924608028366e-07,2
o59234,9.026924608028366e-07,2
e58927,4.513462304014183e-07,1
e59260,4.513462304014183e-07,1
o58927,9.026924608028366e-07,2
o59260,9.026924608028366e-07,2
e58931,4.513462304014183e-07,1
o58931,9.026924608028366e-07,2
e58929,4.513462304014183e-07,1
e59235,4.513462304014183e-07,1
o58929,9.026924608028366e-07,2
o59235,9.026924608028366e-07,2
e58930,4.513462304014183e-07,1
e59261,4.513462304014183e-07,1
o58930,9.026924608028366e-07,2
o59261,9.026924608028366e-07,2
e58932,4.513462304014183e-07,1
o58932,9.026924608028366e-07,2
e58933,4.513462304014183e-07,1
o58933,9.026924608028366e-07,2
e58934,4.513462304014183e-07,1
o58934,9.026924608028366e-07,2
e58936,4.513462304014183e-07,1
o58936,9.026924608028366e-07,2
e58937,4.513462304014183e-07,1
o58937,9.026924608028366e-07,2
e58935,4.513462304014183e-07,1
e59236,4.513462304014183e-07,1
o58935,9.026924608028366e-07,2
o59236,9.026924608028366e-07,2
e58939,4.513462304014183e-07,1
o58939,9.026924608028366e-07,2
e58940,4.513462304014183e-07,1
o58940,9.026924608028366e-07,2
e58938,4.513462304014183e-07,1
e59237,4.513462304014183e-07,1
o58938,9.026924608028366e-07,2
o59237,9.026924608028366e-07,2
e58942,4.513462304014183e-07,1
o58942,9.026924608028366e-07,2
e58943,4.513462304014183e-07,1
o58943,9.026924608028366e-07,2
e58941,4.513462304014183e-07,1
e59238,4.513462304014183e-07,1
o58941,9.026924608028366e-07,2
o59238,9.026924608028366e-07,2
e58946,4.513462304014183e-07,1
o58946,9.026924608028366e-07,2
e58944,4.513462304014183e-07,1
e59239,4.513462304014183e-07,1
o58944,9.026924608028366e-07,2
o59239,9.026924608028366e-07,2
e58945,4.513462304014183e-07,1
e59262,4.513462304014183e-07,1
o58945,9.026924608028366e-07,2
o59262,9.026924608028366e-07,2
e58949,9.026924608028366e-07,2
e59240,9.026924608028366e-07,2
e59273,4.513462304014183e-07,1
o58949,9.026924608028366e-07,2
o59240,9.026924608028366e-07,2
o59273,9.026924608028366e-07,2
e58947,9.026924608028366e-07,2
e59271,4.513462304014183e-07,1
o58947,9.026924608028366e-07,2
o59271,9.026924608028366e-07,2
e58948,9.026924608028366e-07,2
e59263,4.513462304014183e-07,1
o58948,9.026924608028366e-07,2
o59263,9.026924608028366e-07,2
e58950,9.026924608028366e-07,2
e59272,4.513462304014183e-07,1
o58950,9.026924608028366e-07,2
o59272,9.026924608028366e-07,2
e58951,9.026924608028366e-07,2
e59264,4.513462304014183e-07,1
o58951,9.026924608028366e-07,2
o59264,9.026924608028366e-07,2
e58952,9.026924608028366e-07,2
e59241,4.513462304014183e-07,1
o58952,9.026924608028366e-07,2
o59241,9.026924608028366e-07,2
e58954,9.026924608028366e-07,2
e59265,4.513462304014183e-07,1
o58954,9.026924608028366e-07,2
o59265,9.026924608028366e-07,2
e58955,9.026924608028366e-07,2
e59242,4.513462304014183e-07,1
o58955,9.026924608028366e-07,2
o59242,9.026924608028366e-07,2
e58953,4.513462304014183e-07,1
o58953,9.026924608028366e-07,2
e58958,9.026924608028366e-07,2
e59243,4.513462304014183e-07,1
o58958,9.026924608028366e-07,2
o59243,9.026924608028366e-07,2
e58956,4.513462304014183e-07,1
o58956,9.026924608028366e-07,2
e58957,9.026924608028366e-07,2
o58957,9.026924608028366e-07,2
e58959,4.513462304014183e-07,1
o58959,9.026924608028366e-07,2
e58961,9.026924608028366e-07,2
o58961,9.026924608028366e-07,2
e58963,9.026924608028366e-07,2
e59266,9.026924608028366e-07,2
o58963,9.026924608028366e-07,2
o59266,9.026924608028366e-07,2
e58964,9.026924608028366e-07,2
e59244,9.026924608028366e-07,2
o58964,9.026924608028366e-07,2
o59244,9.026924608028366e-07,2
e58962,9.026924608028366e-07,2
o58962,9.026924608028366e-07,2
e58966,9.026924608028366e-07,2
e59267,4.513462304014183e-07,1
o58966,9.026924608028366e-07,2
o59267,9.026924608028366e-07,2
e58967,9.026924608028366e-07,2
e59245,9.026924608028366e-07,2
o58967,9.026924608028366e-07,2
o59245,9.026924608028366e-07,2
e58965,9.026924608028366e-07,2
o58965,9.026924608028366e-07,2
e58970,9.026924608028366e-07,2
e59246,4.513462304014183e-07,1
o58970,9.026924608028366e-07,2
o59246,9.026924608028366e-07,2
e58968,9.026924608028366e-07,2
o58968,9.026924608028366e-07,2
e58969,9.026924608028366e-07,2
o58969,9.026924608028366e-07,2
e58973,9.026924608028366e-07,2
e59247,4.513462304014183e-07,1
o58973,9.026924608028366e-07,2
o59247,9.026924608028366e-07,2
e58971,4.513462304014183e-07,1
o58971,9.026924608028366e-07,2
e58972,9.026924608028366e-07,2
o58972,9.026924608028366e-07,2
e58974,4.513462304014183e-07,1
o58974,9.026924608028366e-07,2
e58975,4.513462304014183e-07,1
o58975,9.026924608028366e-07,2
e58976,4.513462304014183e-07,1
o58976,9.026924608028366e-07,2
e58978,4.513462304014183e-07,1
e59268,4.513462304014183e-07,1
o58978,9.026924608028366e-07,2
o59268,9.026924608028366e-07,2
e58979,4.513462304014183e-07,1
e59248,4.513462304014183e-07,1
o58979,9.026924608028366e-07,2
o59248,9.026924608028366e-07,2
e58977,4.513462304014183e-07,1
o58977,9.026924608028366e-07,2
e58982,4.513462304014183e-07,1
e59249,4.513462304014183e-07,1
o58982,9.026924608028366e-07,2
o59249,9.026924608028366e-07,2
e58980,4.513462304014183e-07,1
o58980,9.026924608028366e-07,2
e58981,4.513462304014183e-07,1
o58981,9.026924608028366e-07,2
e58985,4.513462304014183e-07,1
e59250,4.513462304014183e-07,1
o58985,9.026924608028366e-07,2
o59250,9.026924608028366e-07,2
e58983,4.513462304014183e-07,1
o58983,9.026924608028366e-07,2
e58984,4.513462304014183e-07,1
o58984,9.026924608028366e-07,2
e58986,4.513462304014183e-07,1
o58986,9.026924608028366e-07,2
e58987,4.513462304014183e-07,1
o58987,9.026924608028366e-07,2
e58988,4.513462304014183e-07,1
o58988,9.026924608028366e-07,2
e58989,4.513462304014183e-07,1
o58989,9.026924608028366e-07,2
e58990,4.513462304014183e-07,1
o58990,9.026924608028366e-07,2
e58991,4.513462304014183e-07,1
o58991,9.026924608028366e-07,2
e61226,4.513462304014183e-07,1
o61226,9.026924608028366e-07,2
e61228,4.513462304014183e-07,1
o61228,9.026924608028366e-07,2
e61229,4.513462304014183e-07,1
o61229,9.026924608028366e-07,2
e61230,4.513462304014183e-07,1
o61230,9.026924608028366e-07,2
e61231,4.513462304014183e-07,1
o61231,9.026924608028366e-07,2
e61232,4.513462304014183e-07,1
o61232,9.026924608028366e-07,2
e61233,4.513462304014183e-07,1
o61233,9.026924608028366e-07,2
e61234,4.513462304014183e-07,1
o61234,9.026924608028366e-07,2
e61235,4.513462304014183e-07,1
o61235,9.026924608028366e-07,2
e61236,4.513462304014183e-07,1
o61236,9.026924608028366e-07,2
e61237,4.513462304014183e-07,1
o61237,9.026924608028366e-07,2
e61238,4.513462304014183e-07,1
o61238,9.026924608028366e-07,2
e61239,4.513462304014183e-07,1
o61239,9.026924608028366e-07,2
e61240,4.513462304014183e-07,1
o61240,9.026924608028366e-07,2
e61241,4.513462304014183e-07,1
o61241,9.026924608028366e-07,2
e61242,4.513462304014183e-07,1
o61242,9.026924608028366e-07,2
e61243,4.513462304014183e-07,1
o61243,9.026924608028366e-07,2
e61244,4.513462304014183e-07,1
o61244,9.026924608028366e-07,2
e61245,4.513462304014183e-07,1
o61245,9.026924608028366e-07,2
e61246,4.513462304014183e-07,1
o61246,9.026924608028366e-07,2
e61247,4.513462304014183e-07,1
o61247,9.026924608028366e-07,2
e61248,4.513462304014183e-07,1
o61248,9.026924608028366e-07,2
e61249,4.513462304014183e-07,1
o61249,9.026924608028366e-07,2
e61250,4.513462304014183e-07,1
o61250,9.026924608028366e-07,2
e61251,4.513462304014183e-07,1
o61251,9.026924608028366e-07,2
e61252,4.513462304014183e-07,1
o61252,9.026924608028366e-07,2
e61253,4.513462304014183e-07,1
o61253,9.026924608028366e-07,2
e61254,4.513462304014183e-07,1
o61254,9.026924608028366e-07,2
e61255,4.513462304014183e-07,1
o61255,9.026924608028366e-07,2
e61256,4.513462304014183e-07,1
o61256,9.026924608028366e-07,2
e61257,4.513462304014183e-07,1
o61257,9.026924608028366e-07,2
e61258,4.513462304014183e-07,1
o61258,9.026924608028366e-07,2
e61259,4.513462304014183e-07,1
o61259,9.026924608028366e-07,2
e61260,4.513462304014183e-07,1
o61260,9.026924608028366e-07,2
e61261,4.513462304014183e-07,1
o61261,9.026924608028366e-07,2
e61262,4.513462304014183e-07,1
o61262,9.026924608028366e-07,2
e61263,4.513462304014183e-07,1
o61263,9.026924608028366e-07,2
e61264,4.513462304014183e-07,1
o61264,9.026924608028366e-07,2
e61265,4.513462304014183e-07,1
o61265,9.026924608028366e-07,2
e61266,4.513462304014183e-07,1
o61266,9.026924608028366e-07,2
e61267,4.513462304014183e-07,1
o61267,9.026924608028366e-07,2
e61268,9.026924608028366e-07,2
o61268,9.026924608028366e-07,2
e61269,9.026924608028366e-07,2
o61269,9.026924608028366e-07,2
e61270,9.026924608028366e-07,2
o61270,9.026924608028366e-07,2
e61271,4.513462304014183e-07,1
o61271,9.026924608028366e-07,2
e61272,4.513462304014183e-07,1
o61272,9.026924608028366e-07,2
e61273,4.513462304014183e-07,1
o61273,9.026924608028366e-07,2
e61274,4.513462304014183e-07,1
o61274,9.026924608028366e-07,2
e61275,9.026924608028366e-07,2
o61275,9.026924608028366e-07,2
e61276,9.026924608028366e-07,2
o61276,9.026924608028366e-07,2
e61277,9.026924608028366e-07,2
o61277,9.026924608028366e-07,2
e61278,9.026924608028366e-07,2
o61278,9.026924608028366e-07,2
e61279,9.026924608028366e-07,2
o61279,9.026924608028366e-07,2
e61280,9.026924608028366e-07,2
o61280,9.026924608028366e-07,2
e61281,4.513462304014183e-07,1
o61281,9.026924608028366e-07,2
e61282,9.026924608028366e-07,2
o61282,9.026924608028366e-07,2
e61283,9.026924608028366e-07,2
o61283,9.026924608028366e-07,2
e61284,9.026924608028366e-07,2
o61284,9.026924608028366e-07,2
e61285,9.026924608028366e-07,2
o61285,9.026924608028366e-07,2
e61286,9.026924608028366e-07,2
o61286,9.026924608028366e-07,2
e61287,9.026924608028366e-07,2
o61287,9.026924608028366e-07,2
e61288,9.026924608028366e-07,2
o61288,9.026924608028366e-07,2
e61289,9.026924608028366e-07,2
o61289,9.026924608028366e-07,2
e61290,9.026924608028366e-07,2
o61290,9.026924608028366e-07,2
e61291,9.026924608028366e-07,2
o61291,9.026924608028366e-07,2
e61292,9.026924608028366e-07,2
o61292,9.026924608028366e-07,2
e61293,9.026924608028366e-07,2
o61293,9.026924608028366e-07,2
e61294,9.026924608028366e-07,2
o61294,9.026924608028366e-07,2
e61295,9.026924608028366e-07,2
o61295,9.026924608028366e-07,2
e61296,4.513462304014183e-07,1
o61296,9.026924608028366e-07,2
e61297,4.513462304014183e-07,1
o61297,9.026924608028366e-07,2
e61298,4.513462304014183e-07,1
o61298,9.026924608028366e-07,2
e61299,4.513462304014183e-07,1
o61299,9.026924608028366e-07,2
e61300,4.513462304014183e-07,1
o61300,9.026924608028366e-07,2
e61301,4.513462304014183e-07,1
o61301,9.026924608028366e-07,2
e61302,4.513462304014183e-07,1
o61302,9.026924608028366e-07,2
e61303,4.513462304014183e-07,1
o61303,9.026924608028366e-07,2
e61304,4.513462304014183e-07,1
o61304,9.026924608028366e-07,2
e61305,4.513462304014183e-07,1
o61305,9.026924608028366e-07,2
e61306,4.513462304014183e-07,1
o61306,9.026924608028366e-07,2
e61307,4.513462304014183e-07,1
o61307,9.026924608028366e-07,2
e61308,4.513462304014183e-07,1
o61308,9.026924608028366e-07,2
e61309,4.513462304014183e-07,1
o61309,9.026924608028366e-07,2
e61310,4.513462304014183e-07,1
o61310,9.026924608028366e-07,2
e61311,4.513462304014183e-07,1
o61311,9.026924608028366e-07,2
e61312,4.513462304014183e-07,1
o61312,9.026924608028366e-07,2
e61313,4.513462304014183e-07,1
o61313,9.026924608028366e-07,2
e61314,4.513462304014183e-07,1
o61314,9.026924608028366e-07,2
e61315,4.513462304014183e-07,1
o61315,9.026924608028366e-07,2
e61316,4.513462304014183e-07,1
o61316,9.026924608028366e-07,2
e61317,4.513462304014183e-07,1
o61317,9.026924608028366e-07,2
e61318,4.513462304014183e-07,1
o61318,9.026924608028366e-07,2
e61319,4.513462304014183e-07,1
o61319,9.026924608028366e-07,2
e61320,4.513462304014183e-07,1
o61320,9.026924608028366e-07,2
e61321,4.513462304014183e-07,1
o61321,9.026924608028366e-07,2
e61322,4.513462304014183e-07,1
o61322,9.026924608028366e-07,2
e61323,4.513462304014183e-07,1
o61323,9.026924608028366e-07,2
e61324,4.513462304014183e-07,1
o61324,9.026924608028366e-07,2
e61325,4.513462304014183e-07,1
o61325,9.026924608028366e-07,2
e61326,4.513462304014183e-07,1
o61326,9.026924608028366e-07,2
e61327,4.513462304014183e-07,1
o61327,9.026924608028366e-07,2
e61328,4.513462304014183e-07,1
o61328,9.026924608028366e-07,2
e61329,4.513462304014183e-07,1
o61329,9.026924608028366e-07,2
e61330,4.513462304014183e-07,1
o61330,9.026924608028366e-07,2
e61331,9.026924608028366e-07,2
o61331,9.026924608028366e-07,2
e61332,9.026924608028366e-07,2
o61332,9.026924608028366e-07,2
e61333,9.026924608028366e-07,2
o61333,9.026924608028366e-07,2
e61334,9.026924608028366e-07,2
o61334,9.026924608028366e-07,2
e61335,9.026924608028366e-07,2
o61335,9.026924608028366e-07,2
e61336,9.026924608028366e-07,2
o61336,9.026924608028366e-07,2
e61337,9.026924608028366e-07,2
o61337,9.026924608028366e-07,2
e61338,9.026924608028366e-07,2
o61338,9.026924608028366e-07,2
e61339,9.026924608028366e-07,2
o61339,9.026924608028366e-07,2
e61340,9.026924608028366e-07,2
o61340,9.026924608028366e-07,2
e61341,9.026924608028366e-07,2
o61341,9.026924608028366e-07,2
e61342,9.026924608028366e-07,2
o61342,9.026924608028366e-07,2
e61343,9.026924608028366e-07,2
o61343,9.026924608028366e-07,2
e61344,9.026924608028366e-07,2
o61344,9.026924608028366e-07,2
e61345,4.513462304014183e-07,1
o61345,9.026924608028366e-07,2
e61346,9.026924608028366e-07,2
o61346,9.026924608028366e-07,2
e61347,9.026924608028366e-07,2
o61347,9.026924608028366e-07,2
e61348,9.026924608028366e-07,2
o61348,9.026924608028366e-07,2
e61349,9.026924608028366e-07,2
o61349,9.026924608028366e-07,2
e61350,9.026924608028366e-07,2
o61350,9.026924608028366e-07,2
e61351,9.026924608028366e-07,2
o61351,9.026924608028366e-07,2
e61352,4.513462304014183e-07,1
o61352,9.026924608028366e-07,2
e61353,4.513462304014183e-07,1
o61353,9.026924608028366e-07,2
e61354,4.513462304014183e-07,1
o61354,9.026924608028366e-07,2
e61355,9.026924608028366e-07,2
o61355,9.026924608028366e-07,2
e61356,9.026924608028366e-07,2
o61356,9.026924608028366e-07,2
e61357,9.026924608028366e-07,2
o61357,9.026924608028366e-07,2
e61358,9.026924608028366e-07,2
o61358,9.026924608028366e-07,2
e61359,4.513462304014183e-07,1
o61359,9.026924608028366e-07,2
e61361,4.513462304014183e-07,1
o61361,9.026924608028366e-07,2
e61362,4.513462304014183e-07,1
o61362,9.026924608028366e-07,2
e61363,9.026924608028366e-07,2
o61363,9.026924608028366e-07,2
e61364,9.026924608028366e-07,2
o61364,9.026924608028366e-07,2
e61365,9.026924608028366e-07,2
o61365,9.026924608028366e-07,2
e61366,9.026924608028366e-07,2
o61366,9.026924608028366e-07,2
e61367,9.026924608028366e-07,2
o61367,9.026924608028366e-07,2
e61368,9.026924608028366e-07,2
o61368,9.026924608028366e-07,2
e61369,9.026924608028366e-07,2
o61369,9.026924608028366e-07,2
e61370,9.026924608028366e-07,2
o61370,9.026924608028366e-07,2
e61371,9.026924608028366e-07,2
o61371,9.026924608028366e-07,2
e61372,9.026924608028366e-07,2
o61372,9.026924608028366e-07,2
e61373,9.026924608028366e-07,2
o61373,9.026924608028366e-07,2
e61374,9.026924608028366e-07,2
o61374,9.026924608028366e-07,2
e61375,9.026924608028366e-07,2
o61375,9.026924608028366e-07,2
e61376,9.026924608028366e-07,2
o61376,9.026924608028366e-07,2
