extension,size_percentage,total
plt,8.23968720388617e-06,54971016
setfl,5.118404484755795e-08,341474
19,3.2421528141313204e-09,21630
f90,1.6850800710339483e-09,11242
table,4.902431840106269e-07,3270654
CHO_2008,4.7584550733894084e-09,31746
spt,5.351746554652735e-06,35704140
unpub,1.7007575212020307e-06,11346592
TXT,5.033356056335171e-10,3358
lib,4.6094629375943766e-09,30752
pt,4.94356805916823e-07,3298098
alsimgcufe,1.3448264007575685e-09,8972
spline,4.904449379490375e-09,32720
EAM_CORRECT,1.0109940816858758e-07,674484
AgTaO3,3.135729859992012e-10,2092
zbl,1.224613430025561e-09,8170
SPaSM,8.00656757295253e-07,5341576
angdep,1.852248647830035e-06,12357264
snapcoeff,2.964853567430306e-10,1978
snapparam,1.7627238601102324e-10,1176
snap,5.845767903426791e-10,3900
zip,1.3560232946649013e-08,90467
cpp,9.891788750021647e-09,65993
cpp~,9.581063702231808e-09,63920
h,1.1411238730458504e-09,7613
h~,1.1108457931357935e-09,7411
e2954053,5.3960934493170383e-11,360
o2954053,0.0,0
e2954054,5.3960934493170383e-11,360
o2954054,0.0,0
e2954055,5.3960934493170383e-11,360
o2954055,0.0,0
e2954056,5.3960934493170383e-11,360
o2954056,0.0,0
e2954057,5.3960934493170383e-11,360
o2954057,0.0,0
e2954058,5.3960934493170383e-11,360
o2954058,0.0,0
e2953752,5.3960934493170383e-11,360
o2953752,0.0,0
e2953753,5.3960934493170383e-11,360
o2953753,0.0,0
e2953754,5.3960934493170383e-11,360
o2953754,0.0,0
e2953755,5.3960934493170383e-11,360
o2953755,0.0,0
e2953756,5.3960934493170383e-11,360
o2953756,0.0,0
e2954059,5.3960934493170383e-11,360
o2954059,0.0,0
e2954060,5.3960934493170383e-11,360
o2954060,0.0,0
e2954061,5.3960934493170383e-11,360
o2954061,0.0,0
e2954062,5.3960934493170383e-11,360
o2954062,0.0,0
e2954063,5.3960934493170383e-11,360
o2954063,0.0,0
e2954064,5.3960934493170383e-11,360
o2954064,0.0,0
e2953757,5.3960934493170383e-11,360
o2953757,0.0,0
e2953758,5.3960934493170383e-11,360
o2953758,0.0,0
e2953759,5.3960934493170383e-11,360
o2953759,0.0,0
e2953760,5.3960934493170383e-11,360
o2953760,0.0,0
e2953761,5.3960934493170383e-11,360
o2953761,0.0,0
e2918396,5.3960934493170383e-11,360
o2918396,0.0,0
e2918397,5.3960934493170383e-11,360
o2918397,0.0,0
e2918398,5.3960934493170383e-11,360
o2918398,0.0,0
e2924420,5.3960934493170383e-11,360
o2924420,0.0,0
e2918399,5.3960934493170383e-11,360
o2918399,0.0,0
e2918400,5.3960934493170383e-11,360
o2918400,0.0,0
e2917739,5.3960934493170383e-11,360
o2917739,0.0,0
e2917740,5.3960934493170383e-11,360
o2917740,0.0,0
e2917741,5.3960934493170383e-11,360
o2917741,0.0,0
e2917742,5.3960934493170383e-11,360
o2917742,0.0,0
e2917743,5.3960934493170383e-11,360
o2917743,0.0,0
e2917744,5.3960934493170383e-11,360
o2917744,0.0,0
e2917745,5.3960934493170383e-11,360
o2917745,0.0,0
e2917746,5.3960934493170383e-11,360
o2917746,0.0,0
e2917747,5.3960934493170383e-11,360
o2917747,0.0,0
e2917748,5.3960934493170383e-11,360
o2917748,0.0,0
e2917749,5.3960934493170383e-11,360
o2917749,0.0,0
e2917750,5.3960934493170383e-11,360
o2917750,0.0,0
e58902,0.0,0
o58902,4.904449379490374e-10,3272
e58904,0.0,0
o58904,5.036353886029236e-10,3360
e58906,0.0,0
o58906,5.036353886029236e-10,3360
e58907,0.0,0
o58907,5.042349545417365e-10,3364
e58905,0.0,0
e59228,0.0,0
o58905,5.036353886029236e-10,3360
o59228,5.042349545417365e-10,3364
e58910,0.0,0
o58910,5.036353886029236e-10,3360
e58908,0.0,0
e59229,0.0,0
o58908,5.042349545417365e-10,3364
o59229,5.042349545417365e-10,3364
e58909,0.0,0
e59257,0.0,0
o58909,5.042349545417365e-10,3364
o59257,5.321147706965413e-10,3550
e58913,0.0,0
o58913,5.036353886029236e-10,3360
e58911,0.0,0
e59230,0.0,0
o58911,5.036353886029236e-10,3360
o59230,5.042349545417365e-10,3364
e58912,0.0,0
e59258,0.0,0
o58912,5.042349545417365e-10,3364
o59258,5.321147706965413e-10,3550
e58914,0.0,0
e59231,0.0,0
o58914,5.036353886029236e-10,3360
o59231,5.321147706965413e-10,3550
e58915,0.0,0
e59259,0.0,0
o58915,5.042349545417365e-10,3364
o59259,5.321147706965413e-10,3550
e58916,0.0,0
e59270,0.0,0
o58916,5.042349545417365e-10,3364
o59270,5.321147706965413e-10,3550
e58917,0.0,0
o58917,4.898453720102244e-10,3268
e58918,0.0,0
o58918,4.904449379490374e-10,3272
e58919,0.0,0
o58919,5.042349545417365e-10,3364
e58921,0.0,0
o58921,4.898453720102244e-10,3268
e58922,0.0,0
o58922,5.036353886029236e-10,3360
e58920,7.794357204569054e-12,52
e59232,0.0,0
o58920,4.904449379490374e-10,3272
o59232,5.042349545417365e-10,3364
e58924,7.794357204569054e-12,52
o58924,5.042349545417365e-10,3364
e58925,0.0,0
o58925,5.042349545417365e-10,3364
e58923,7.794357204569054e-12,52
e59233,0.0,0
o58923,4.898453720102244e-10,3268
o59233,5.042349545417365e-10,3364
e58928,7.794357204569054e-12,52
o58928,5.036353886029236e-10,3360
e58926,7.794357204569054e-12,52
e59234,0.0,0
o58926,5.042349545417365e-10,3364
o59234,5.321147706965413e-10,3550
e58927,7.794357204569054e-12,52
e59260,0.0,0
o58927,5.036353886029236e-10,3360
o59260,5.321147706965413e-10,3550
e58931,7.794357204569054e-12,52
o58931,5.036353886029236e-10,3360
e58929,7.794357204569054e-12,52
e59235,7.794357204569054e-12,52
o58929,5.042349545417365e-10,3364
o59235,5.321147706965413e-10,3550
e58930,7.794357204569054e-12,52
e59261,0.0,0
o58930,5.036353886029236e-10,3360
o59261,5.315152047577283e-10,3546
e58932,0.0,0
o58932,4.904449379490374e-10,3272
e58933,0.0,0
o58933,4.904449379490374e-10,3272
e58934,0.0,0
o58934,5.036353886029236e-10,3360
e58936,0.0,0
o58936,4.904449379490374e-10,3272
e58937,0.0,0
o58937,5.036353886029236e-10,3360
e58935,0.0,0
e59236,0.0,0
o58935,4.904449379490374e-10,3272
o59236,5.042349545417365e-10,3364
e58939,0.0,0
o58939,4.904449379490374e-10,3272
e58940,0.0,0
o58940,4.904449379490374e-10,3272
e58938,0.0,0
e59237,0.0,0
o58938,5.042349545417365e-10,3364
o59237,5.042349545417365e-10,3364
e58942,0.0,0
o58942,5.042349545417365e-10,3364
e58943,0.0,0
o58943,5.177251881650292e-10,3454
e58941,0.0,0
e59238,0.0,0
o58941,5.036353886029236e-10,3360
o59238,5.183247541038422e-10,3458
e58946,0.0,0
o58946,4.904449379490374e-10,3272
e58944,0.0,0
e59239,0.0,0
o58944,5.042349545417365e-10,3364
o59239,5.183247541038422e-10,3458
e58945,0.0,0
e59262,0.0,0
o58945,5.036353886029236e-10,3360
o59262,5.315152047577283e-10,3546
e58949,4.472929782007879e-07,2984112
e59240,2.120161090192993e-07,1414464
e59273,0.0,0
o58949,5.321147706965413e-10,3550
o59240,5.183247541038422e-10,3458
o59273,5.321147706965413e-10,3550
e58947,2.120161090192993e-07,1414464
e59271,0.0,0
o58947,5.183247541038422e-10,3458
o59271,5.321147706965413e-10,3550
e58948,2.120161090192993e-07,1414464
e59263,0.0,0
o58948,5.177251881650292e-10,3454
o59263,5.315152047577283e-10,3546
e58950,2.120161090192993e-07,1414464
e59272,0.0,0
o58950,5.315152047577283e-10,3546
o59272,5.321147706965413e-10,3550
e58951,2.120161090192993e-07,1414464
e59264,0.0,0
o58951,5.315152047577283e-10,3546
o59264,5.315152047577283e-10,3546
e58952,2.120161090192993e-07,1414464
e59241,0.0,0
o58952,5.321147706965413e-10,3550
o59241,5.321147706965413e-10,3550
e58954,2.120161090192993e-07,1414464
e59265,0.0,0
o58954,5.315152047577283e-10,3546
o59265,5.321147706965413e-10,3550
e58955,2.120161090192993e-07,1414464
e59242,0.0,0
o58955,5.315152047577283e-10,3546
o59242,5.321147706965413e-10,3550
e58953,0.0,0
o58953,5.315152047577283e-10,3546
e58958,2.120161090192993e-07,1414464
e59243,0.0,0
o58958,5.321147706965413e-10,3550
o59243,5.321147706965413e-10,3550
e58956,0.0,0
o58956,5.321147706965413e-10,3550
e58957,2.120161090192993e-07,1414464
o58957,5.321147706965413e-10,3550
e58959,0.0,0
o58959,5.315152047577283e-10,3546
e58961,2.120161090192993e-07,1414464
o58961,5.315152047577283e-10,3546
e58963,2.097281653967889e-08,139920
e59266,1.8303548980083395e-08,122112
o58963,5.321147706965413e-10,3550
o59266,5.321147706965413e-10,3550
e58964,2.669267559595495e-08,178080
e59244,2.5167379847614665e-08,167904
o58964,5.183247541038422e-10,3458
o59244,5.321147706965413e-10,3550
e58962,2.5167379847614665e-08,167904
o58962,5.321147706965413e-10,3550
e58966,2.5167379847614665e-08,167904
e59267,0.0,0
o58966,5.321147706965413e-10,3550
o59267,5.321147706965413e-10,3550
e58967,2.097281653967889e-08,139920
e59245,1.8303548980083395e-08,122112
o58967,5.321147706965413e-10,3550
o59245,5.321147706965413e-10,3550
e58965,2.5167379847614665e-08,167904
o58965,5.321147706965413e-10,3550
e58970,2.5167379847614665e-08,167904
e59246,0.0,0
o58970,5.315152047577283e-10,3546
o59246,5.321147706965413e-10,3550
e58968,1.8303548980083395e-08,122112
o58968,5.315152047577283e-10,3546
e58969,2.5167379847614665e-08,167904
o58969,5.321147706965413e-10,3550
e58973,2.0210168665508745e-08,134832
e59247,0.0,0
o58973,5.177251881650292e-10,3454
o59247,5.321147706965413e-10,3550
e58971,0.0,0
o58971,5.321147706965413e-10,3550
e58972,1.8303548980083395e-08,122112
o58972,5.321147706965413e-10,3550
e58974,0.0,0
o58974,5.315152047577283e-10,3546
e58975,0.0,0
o58975,5.315152047577283e-10,3546
e58976,0.0,0
o58976,5.177251881650292e-10,3454
e58978,0.0,0
e59268,0.0,0
o58978,5.599945868513459e-10,3736
o59268,5.321147706965413e-10,3550
e58979,0.0,0
e59248,0.0,0
o58979,5.315152047577283e-10,3546
o59248,5.183247541038422e-10,3458
e58977,0.0,0
o58977,5.599945868513459e-10,3736
e58982,0.0,0
e59249,0.0,0
o58982,5.315152047577283e-10,3546
o59249,5.321147706965413e-10,3550
e58980,0.0,0
o58980,5.183247541038422e-10,3458
e58981,0.0,0
o58981,5.321147706965413e-10,3550
e58985,0.0,0
e59250,0.0,0
o58985,5.321147706965413e-10,3550
o59250,5.321147706965413e-10,3550
e58983,0.0,0
o58983,5.177251881650292e-10,3454
e58984,0.0,0
o58984,5.183247541038422e-10,3458
e58986,0.0,0
o58986,5.315152047577283e-10,3546
e58987,0.0,0
o58987,5.183247541038422e-10,3458
e58988,0.0,0
o58988,5.183247541038422e-10,3458
e58989,0.0,0
o58989,5.321147706965413e-10,3550
e58990,0.0,0
o58990,5.321147706965413e-10,3550
e58991,0.0,0
o58991,5.183247541038422e-10,3458
e61226,0.0,0
o61226,4.859481934079399e-10,3242
e61228,0.0,0
o61228,4.85348627469127e-10,3238
e61229,0.0,0
o61229,4.859481934079399e-10,3242
e61230,0.0,0
o61230,4.85348627469127e-10,3238
e61231,0.0,0
o61231,4.997382100006391e-10,3334
e61232,0.0,0
o61232,4.99138644061826e-10,3330
e61233,0.0,0
o61233,4.997382100006391e-10,3334
e61234,0.0,0
o61234,4.997382100006391e-10,3334
e61235,0.0,0
o61235,4.997382100006391e-10,3334
e61236,0.0,0
o61236,4.997382100006391e-10,3334
e61237,0.0,0
o61237,4.99138644061826e-10,3330
e61238,0.0,0
o61238,4.997382100006391e-10,3334
e61239,0.0,0
o61239,4.997382100006391e-10,3334
e61240,0.0,0
o61240,4.997382100006391e-10,3334
e61241,0.0,0
o61241,4.997382100006391e-10,3334
e61242,0.0,0
o61242,4.997382100006391e-10,3334
e61243,0.0,0
o61243,4.997382100006391e-10,3334
e61244,0.0,0
o61244,4.99138644061826e-10,3330
e61245,0.0,0
o61245,4.99138644061826e-10,3330
e61246,0.0,0
o61246,4.99138644061826e-10,3330
e61247,0.0,0
o61247,4.997382100006391e-10,3334
e61248,0.0,0
o61248,4.997382100006391e-10,3334
e61249,0.0,0
o61249,4.997382100006391e-10,3334
e61250,0.0,0
o61250,4.997382100006391e-10,3334
e61251,0.0,0
o61251,4.997382100006391e-10,3334
e61252,0.0,0
o61252,4.997382100006391e-10,3334
e61253,0.0,0
o61253,4.99138644061826e-10,3330
e61254,0.0,0
o61254,4.997382100006391e-10,3334
e61255,0.0,0
o61255,4.997382100006391e-10,3334
e61256,0.0,0
o61256,4.997382100006391e-10,3334
e61257,0.0,0
o61257,4.997382100006391e-10,3334
e61258,0.0,0
o61258,4.997382100006391e-10,3334
e61259,0.0,0
o61259,5.276180261554437e-10,3520
e61260,0.0,0
o61260,5.270184602166307e-10,3516
e61261,0.0,0
o61261,4.859481934079399e-10,3242
e61262,0.0,0
o61262,4.85348627469127e-10,3238
e61263,0.0,0
o61263,4.859481934079399e-10,3242
e61264,0.0,0
o61264,4.859481934079399e-10,3242
e61265,0.0,0
o61265,4.859481934079399e-10,3242
e61266,0.0,0
o61266,4.859481934079399e-10,3242
e61267,0.0,0
o61267,4.997382100006391e-10,3334
e61268,1.677825323174311e-08,111936
o61268,4.85348627469127e-10,3238
e61269,1.677825323174311e-08,111936
o61269,4.859481934079399e-10,3242
e61270,1.677825323174311e-08,111936
o61270,4.99138644061826e-10,3330
e61271,0.0,0
o61271,4.859481934079399e-10,3242
e61272,0.0,0
o61272,4.859481934079399e-10,3242
e61273,0.0,0
o61273,4.997382100006391e-10,3334
e61274,0.0,0
o61274,4.997382100006391e-10,3334
e61275,1.677825323174311e-08,111936
o61275,4.859481934079399e-10,3242
e61276,1.677825323174311e-08,111936
o61276,4.859481934079399e-10,3242
e61277,1.677825323174311e-08,111936
o61277,4.859481934079399e-10,3242
e61278,1.677825323174311e-08,111936
o61278,4.99138644061826e-10,3330
e61279,1.677825323174311e-08,111936
o61279,4.99138644061826e-10,3330
e61280,1.677825323174311e-08,111936
o61280,4.997382100006391e-10,3334
e61281,0.0,0
o61281,4.99138644061826e-10,3330
e61282,1.677825323174311e-08,111936
o61282,4.997382100006391e-10,3334
e61283,1.677825323174311e-08,111936
o61283,4.997382100006391e-10,3334
e61284,1.677825323174311e-08,111936
o61284,4.99138644061826e-10,3330
e61285,1.677825323174311e-08,111936
o61285,4.997382100006391e-10,3334
e61286,1.677825323174311e-08,111936
o61286,4.997382100006391e-10,3334
e61287,1.677825323174311e-08,111936
o61287,4.997382100006391e-10,3334
e61288,1.677825323174311e-08,111936
o61288,4.997382100006391e-10,3334
e61289,2.0210168665508745e-08,134832
o61289,4.997382100006391e-10,3334
e61290,1.677825323174311e-08,111936
o61290,4.997382100006391e-10,3334
e61291,1.677825323174311e-08,111936
o61291,4.997382100006391e-10,3334
e61292,1.677825323174311e-08,111936
o61292,4.997382100006391e-10,3334
e61293,1.677825323174311e-08,111936
o61293,4.997382100006391e-10,3334
e61294,1.677825323174311e-08,111936
o61294,4.997382100006391e-10,3334
e61295,1.677825323174311e-08,111936
o61295,4.99138644061826e-10,3330
e61296,0.0,0
o61296,4.85348627469127e-10,3238
e61297,0.0,0
o61297,4.85348627469127e-10,3238
e61298,0.0,0
o61298,4.85348627469127e-10,3238
e61299,0.0,0
o61299,4.859481934079399e-10,3242
e61300,0.0,0
o61300,4.859481934079399e-10,3242
e61301,0.0,0
o61301,4.997382100006391e-10,3334
e61302,0.0,0
o61302,4.997382100006391e-10,3334
e61303,0.0,0
o61303,4.997382100006391e-10,3334
e61304,0.0,0
o61304,4.859481934079399e-10,3242
e61305,0.0,0
o61305,4.859481934079399e-10,3242
e61306,0.0,0
o61306,4.85348627469127e-10,3238
e61307,0.0,0
o61307,4.85348627469127e-10,3238
e61308,0.0,0
o61308,4.85348627469127e-10,3238
e61309,0.0,0
o61309,4.859481934079399e-10,3242
e61310,0.0,0
o61310,4.997382100006391e-10,3334
e61311,0.0,0
o61311,4.997382100006391e-10,3334
e61312,0.0,0
o61312,4.859481934079399e-10,3242
e61313,0.0,0
o61313,4.859481934079399e-10,3242
e61314,0.0,0
o61314,4.859481934079399e-10,3242
e61315,0.0,0
o61315,4.859481934079399e-10,3242
e61316,0.0,0
o61316,4.859481934079399e-10,3242
e61317,0.0,0
o61317,4.997382100006391e-10,3334
e61318,0.0,0
o61318,4.997382100006391e-10,3334
e61319,0.0,0
o61319,4.997382100006391e-10,3334
e61320,0.0,0
o61320,4.99138644061826e-10,3330
e61321,0.0,0
o61321,4.859481934079399e-10,3242
e61322,0.0,0
o61322,4.859481934079399e-10,3242
e61323,0.0,0
o61323,4.859481934079399e-10,3242
e61324,0.0,0
o61324,4.997382100006391e-10,3334
e61325,0.0,0
o61325,4.997382100006391e-10,3334
e61326,0.0,0
o61326,4.997382100006391e-10,3334
e61327,0.0,0
o61327,5.276180261554437e-10,3520
e61328,0.0,0
o61328,4.997382100006391e-10,3334
e61329,0.0,0
o61329,4.859481934079399e-10,3242
e61330,0.0,0
o61330,4.859481934079399e-10,3242
e61331,2.120161090192993e-07,1414464
o61331,4.859481934079399e-10,3242
e61332,2.120161090192993e-07,1414464
o61332,4.859481934079399e-10,3242
e61333,2.120161090192993e-07,1414464
o61333,4.859481934079399e-10,3242
e61334,2.120161090192993e-07,1414464
o61334,4.85348627469127e-10,3238
e61335,2.120161090192993e-07,1414464
o61335,4.99138644061826e-10,3330
e61336,4.472929782007879e-07,2984112
o61336,4.99138644061826e-10,3330
e61337,4.472929782007879e-07,2984112
o61337,4.99138644061826e-10,3330
e61338,2.120161090192993e-07,1414464
o61338,4.99138644061826e-10,3330
e61339,2.120161090192993e-07,1414464
o61339,4.99138644061826e-10,3330
e61340,2.120161090192993e-07,1414464
o61340,4.997382100006391e-10,3334
e61341,2.120161090192993e-07,1414464
o61341,4.997382100006391e-10,3334
e61342,2.120161090192993e-07,1414464
o61342,4.997382100006391e-10,3334
e61343,2.120161090192993e-07,1414464
o61343,4.997382100006391e-10,3334
e61344,2.120161090192993e-07,1414464
o61344,4.99138644061826e-10,3330
e61345,0.0,0
o61345,4.997382100006391e-10,3334
e61346,2.120161090192993e-07,1414464
o61346,4.997382100006391e-10,3334
e61347,2.120161090192993e-07,1414464
o61347,4.997382100006391e-10,3334
e61348,2.120161090192993e-07,1414464
o61348,4.997382100006391e-10,3334
e61349,2.120161090192993e-07,1414464
o61349,4.997382100006391e-10,3334
e61350,2.120161090192993e-07,1414464
o61350,4.997382100006391e-10,3334
e61351,2.120161090192993e-07,1414464
o61351,4.99138644061826e-10,3330
e61352,0.0,0
o61352,4.997382100006391e-10,3334
e61353,0.0,0
o61353,4.997382100006391e-10,3334
e61354,0.0,0
o61354,4.997382100006391e-10,3334
e61355,2.120161090192993e-07,1414464
o61355,4.997382100006391e-10,3334
e61356,2.120161090192993e-07,1414464
o61356,4.997382100006391e-10,3334
e61357,2.120161090192993e-07,1414464
o61357,4.997382100006391e-10,3334
e61358,2.120161090192993e-07,1414464
o61358,4.997382100006391e-10,3334
e61359,0.0,0
o61359,4.997382100006391e-10,3334
e61361,0.0,0
o61361,4.997382100006391e-10,3334
e61362,0.0,0
o61362,4.997382100006391e-10,3334
e61363,2.120161090192993e-07,1414464
o61363,4.997382100006391e-10,3334
e61364,2.120161090192993e-07,1414464
o61364,4.997382100006391e-10,3334
e61365,2.120161090192993e-07,1414464
o61365,4.99138644061826e-10,3330
e61366,2.5167379847614665e-08,167904
o61366,4.99138644061826e-10,3330
e61367,2.097281653967889e-08,139920
o61367,4.997382100006391e-10,3334
e61368,2.097281653967889e-08,139920
o61368,4.997382100006391e-10,3334
e61369,2.097281653967889e-08,139920
o61369,4.99138644061826e-10,3330
e61370,2.097281653967889e-08,139920
o61370,4.99138644061826e-10,3330
e61371,2.097281653967889e-08,139920
o61371,4.997382100006391e-10,3334
e61372,2.669267559595495e-08,178080
o61372,4.85348627469127e-10,3238
e61373,2.5167379847614665e-08,167904
o61373,4.99138644061826e-10,3330
e61374,2.5167379847614665e-08,167904
o61374,4.997382100006391e-10,3334
e61375,2.5167379847614665e-08,167904
o61375,4.997382100006391e-10,3334
e61376,2.5167379847614665e-08,167904
o61376,4.997382100006391e-10,3334
e61377,2.097281653967889e-08,139920
o61377,4.997382100006391e-10,3334
e61378,2.097281653967889e-08,139920
o61378,4.997382100006391e-10,3334
e61379,2.097281653967889e-08,139920
o61379,4.997382100006391e-10,3334
e61380,1.8303548980083395e-08,122112
o61380,4.99138644061826e-10,3330
e61381,1.8303548980083395e-08,122112
o61381,4.997382100006391e-10,3334
e61382,1.8303548980083395e-08,122112
o61382,4.997382100006391e-10,3334
e61383,2.5167379847614665e-08,167904
o61383,4.997382100006391e-10,3334
e61384,2.5167379847614665e-08,167904
o61384,4.997382100006391e-10,3334
e61385,2.5167379847614665e-08,167904
o61385,4.997382100006391e-10,3334
e61386,2.5167379847614665e-08,167904
o61386,4.997382100006391e-10,3334
e61387,0.0,0
o61387,4.99138644061826e-10,3330
e61388,1.8303548980083395e-08,122112
o61388,4.997382100006391e-10,3334
e61389,1.8303548980083395e-08,122112
o61389,4.997382100006391e-10,3334
e61390,1.8303548980083395e-08,122112
o61390,4.997382100006391e-10,3334
e61391,1.8303548980083395e-08,122112
o61391,4.997382100006391e-10,3334
e61392,1.8303548980083395e-08,122112
o61392,4.997382100006391e-10,3334
e61393,2.0210168665508745e-08,134832
o61393,4.859481934079399e-10,3242
e61394,0.0,0
o61394,4.997382100006391e-10,3334
e61395,0.0,0
o61395,4.997382100006391e-10,3334
e61396,0.0,0
o61396,4.997382100006391e-10,3334
e61397,0.0,0
o61397,4.99138644061826e-10,3330
e61398,1.8303548980083395e-08,122112
o61398,4.99138644061826e-10,3330
e61399,0.0,0
o61399,4.859481934079399e-10,3242
e61400,0.0,0
o61400,4.859481934079399e-10,3242
e61401,0.0,0
o61401,5.276180261554437e-10,3520
e61402,0.0,0
o61402,5.276180261554437e-10,3520
e61403,0.0,0
o61403,5.270184602166307e-10,3516
e61404,0.0,0
o61404,4.99138644061826e-10,3330
e61405,0.0,0
o61405,4.997382100006391e-10,3334
e61406,0.0,0
o61406,4.997382100006391e-10,3334
e61407,0.0,0
o61407,5.276180261554437e-10,3520
e61408,0.0,0
o61408,4.85348627469127e-10,3238
e61409,0.0,0
o61409,4.859481934079399e-10,3242
e61410,0.0,0
o61410,4.99138644061826e-10,3330
e61411,0.0,0
o61411,4.99138644061826e-10,3330
e58722,0.0,0
o58722,2.6575760237886415e-10,1773
e58724,0.0,0
o58724,2.654578194094576e-10,1771
e58725,0.0,0
o58725,2.6575760237886415e-10,1773
e58726,0.0,0
o58726,2.654578194094576e-10,1771
e58727,0.0,0
o58727,2.6575760237886415e-10,1773
e58730,0.0,0
e59187,0.0,0
o58730,2.654578194094576e-10,1771
o59187,2.6575760237886415e-10,1773
e58728,0.0,0
o58728,2.654578194094576e-10,1771
e58729,0.0,0
o58729,2.6575760237886415e-10,1773
e58733,0.0,0
e59188,0.0,0
o58733,2.6575760237886415e-10,1773
o59188,2.588625940825146e-10,1727
e58731,0.0,0
o58731,2.654578194094576e-10,1771
e58732,0.0,0
o58732,2.654578194094576e-10,1771
e58736,0.0,0
e59189,0.0,0
o58736,2.6575760237886415e-10,1773
o59189,2.588625940825146e-10,1727
e58734,0.0,0
o58734,2.654578194094576e-10,1771
e58735,0.0,0
o58735,2.6575760237886415e-10,1773
e58737,0.0,0
o58737,2.6575760237886415e-10,1773
e58738,0.0,0
o58738,2.654578194094576e-10,1771
e58739,0.0,0
o58739,2.654578194094576e-10,1771
e58740,0.0,0
o58740,2.6575760237886415e-10,1773
e58741,0.0,0
o58741,2.6575760237886415e-10,1773
e58742,9.151774490041697e-09,61056
o58742,2.654578194094576e-10,1771
e58743,0.0,0
o58743,2.654578194094576e-10,1771
e58744,0.0,0
o58744,2.6575760237886415e-10,1773
e58745,9.151774490041697e-09,61056
o58745,2.654578194094576e-10,1771
e58748,9.151774490041697e-09,61056
e59190,0.0,0
o58748,2.654578194094576e-10,1771
o59190,2.588625940825146e-10,1727
e58746,0.0,0
o58746,2.6575760237886415e-10,1773
e58747,0.0,0
o58747,2.654578194094576e-10,1771
e58751,9.151774490041697e-09,61056
e59191,0.0,0
o58751,2.654578194094576e-10,1771
o59191,2.588625940825146e-10,1727
e58749,0.0,0
o58749,2.6575760237886415e-10,1773
e58750,9.151774490041697e-09,61056
o58750,2.654578194094576e-10,1771
e58752,0.0,0
o58752,2.588625940825146e-10,1727
e58753,0.0,0
o58753,2.6575760237886415e-10,1773
e58754,0.0,0
o58754,2.6575760237886415e-10,1773
e58755,0.0,0
o58755,2.588625940825146e-10,1727
e58756,0.0,0
o58756,2.6575760237886415e-10,1773
e58757,0.0,0
o58757,2.6575760237886415e-10,1773
e58758,0.0,0
o58758,2.654578194094576e-10,1771
e58759,0.0,0
o58759,2.6575760237886415e-10,1773
e58760,0.0,0
o58760,2.6575760237886415e-10,1773
e58763,0.0,0
e59192,0.0,0
o58763,2.6575760237886415e-10,1773
o59192,2.588625940825146e-10,1727
e58761,0.0,0
o58761,2.654578194094576e-10,1771
e58762,0.0,0
o58762,2.654578194094576e-10,1771
e58766,0.0,0
e59193,0.0,0
o58766,2.588625940825146e-10,1727
o59193,2.588625940825146e-10,1727
e58764,0.0,0
o58764,2.6575760237886415e-10,1773
e58765,0.0,0
o58765,2.6575760237886415e-10,1773
e58768,0.0,0
o58768,2.654578194094576e-10,1771
e58769,0.0,0
o58769,2.654578194094576e-10,1771
e58767,0.0,0
e59194,0.0,0
o58767,2.6575760237886415e-10,1773
o59194,2.6575760237886415e-10,1773
e58771,0.0,0
o58771,2.654578194094576e-10,1771
e58772,0.0,0
o58772,2.654578194094576e-10,1771
e58770,0.0,0
e59195,0.0,0
o58770,2.6575760237886415e-10,1773
o59195,2.6575760237886415e-10,1773
e58774,0.0,0
o58774,2.654578194094576e-10,1771
e58775,0.0,0
o58775,2.6575760237886415e-10,1773
e58773,0.0,0
e59196,0.0,0
o58773,2.654578194094576e-10,1771
o59196,2.6575760237886415e-10,1773
e58776,0.0,0
o58776,2.588625940825146e-10,1727
e58777,0.0,0
o58777,2.585628111131081e-10,1725
e58778,0.0,0
o58778,2.654578194094576e-10,1771
e58779,0.0,0
o58779,2.588625940825146e-10,1727
e58781,0.0,0
o58781,2.6575760237886415e-10,1773
e58783,8.389126615871555e-09,55968
o58783,2.588625940825146e-10,1727
e58784,0.0,0
o58784,2.6575760237886415e-10,1773
e58782,8.389126615871555e-09,55968
e59197,0.0,0
o58782,2.588625940825146e-10,1727
o59197,2.6575760237886415e-10,1773
e58786,0.0,0
o58786,2.588625940825146e-10,1727
e58787,0.0,0
o58787,2.654578194094576e-10,1771
e58785,8.389126615871555e-09,55968
e59198,0.0,0
o58785,2.585628111131081e-10,1725
o59198,2.6575760237886415e-10,1773
e58788,8.389126615871555e-09,55968
o58788,2.585628111131081e-10,1725
e58789,0.0,0
o58789,2.585628111131081e-10,1725
e58790,0.0,0
o58790,2.654578194094576e-10,1771
e58791,8.389126615871555e-09,55968
o58791,2.585628111131081e-10,1725
e58792,0.0,0
o58792,2.588625940825146e-10,1727
e58793,0.0,0
o58793,2.654578194094576e-10,1771
e58794,0.0,0
o58794,2.588625940825146e-10,1727
e58795,0.0,0
o58795,2.588625940825146e-10,1727
e58796,0.0,0
o58796,2.654578194094576e-10,1771
e58798,0.0,0
o58798,2.588625940825146e-10,1727
e58799,0.0,0
o58799,2.588625940825146e-10,1727
e58797,0.0,0
e59199,0.0,0
o58797,2.6575760237886415e-10,1773
o59199,2.6575760237886415e-10,1773
